Objects
100
,,Global Angle (Quaternion) nicococo:nicococo,,,,,,,
Frame,Sub Frame,RX,RY,RZ,RW,TX,TY,TZ
,,,,,,mm,mm,mm
255,0,-0.078428,0.016887,-0.015995,0.996648,-76.705643,-20.525059,294.199554
256,0,-0.078544,0.015983,-0.015639,0.996660,-76.727440,-20.216997,294.786743
257,0,-0.080114,0.016491,-0.016131,0.996519,-76.709969,-19.790564,295.567902
258,0,-0.081808,0.017036,-0.016802,0.996361,-76.652039,-19.363224,296.383606
259,0,-0.083189,0.017563,-0.017683,0.996222,-76.546616,-18.892935,297.161804
260,0,-0.084792,0.018010,-0.018931,0.996056,-76.376106,-18.359980,297.922913
261,0,-0.086120,0.018539,-0.020257,0.995906,-76.147209,-17.772446,298.690155
262,0,-0.087383,0.018842,-0.021851,0.995757,-75.891335,-17.120960,299.456696
263,0,-0.088308,0.019151,-0.023556,0.995631,-75.579109,-16.422150,300.242889
264,0,-0.088883,0.019768,-0.025051,0.995531,-75.248512,-15.713785,301.056427
265,0,-0.089274,0.020055,-0.026382,0.995456,-74.911873,-14.967405,301.855103
266,0,-0.089304,0.020476,-0.027713,0.995408,-74.578644,-14.173026,302.678375
267,0,-0.088989,0.020834,-0.028775,0.995399,-74.258728,-13.354980,303.522400
268,0,-0.088495,0.021051,-0.029653,0.995413,-73.928856,-12.522369,304.424927
269,0,-0.087711,0.021402,-0.030530,0.995448,-73.624840,-11.681828,305.300629
270,0,-0.086698,0.021686,-0.031318,0.995506,-73.345047,-10.818401,306.171997
271,0,-0.085395,0.021982,-0.031854,0.995595,-73.142036,-9.941240,306.996002
272,0,-0.084078,0.021934,-0.032304,0.995694,-72.986458,-9.030713,307.744690
273,0,-0.082637,0.021671,-0.032528,0.995813,-72.879257,-8.103505,308.431458
274,0,-0.080725,0.021436,-0.032554,0.995974,-72.817917,-7.203985,309.063934
275,0,-0.079069,0.021374,-0.032355,0.996115,-72.797592,-6.339088,309.615540
276,0,-0.077129,0.021447,-0.031898,0.996280,-72.833153,-5.543526,310.069824
277,0,-0.075197,0.021627,-0.031354,0.996441,-72.907997,-4.720035,310.359955
278,0,-0.073355,0.021869,-0.030660,0.996595,-73.033661,-3.907677,310.538574
279,0,-0.071810,0.022073,-0.029836,0.996728,-73.182045,-3.117408,310.638611
280,0,-0.070338,0.022411,-0.028743,0.996857,-73.361679,-2.393476,310.676422
281,0,-0.068817,0.022626,-0.027738,0.996987,-73.568214,-1.723553,310.645203
282,0,-0.067882,0.022746,-0.026661,0.997078,-73.792252,-1.074396,310.493469
283,0,-0.067120,0.022790,-0.025588,0.997156,-74.016876,-0.493866,310.249573
284,0,-0.066536,0.022936,-0.024568,0.997218,-74.241257,0.043796,309.914764
285,0,-0.066115,0.023061,-0.023694,0.997264,-74.470917,0.573586,309.517670
286,0,-0.065879,0.023227,-0.022899,0.997294,-74.666298,1.061154,309.085236
287,0,-0.065795,0.023520,-0.022057,0.997312,-74.872154,1.516490,308.612274
288,0,-0.065961,0.023955,-0.021301,0.997307,-75.076439,1.926024,308.098846
289,0,-0.066321,0.024573,-0.020492,0.997285,-75.267975,2.315518,307.472595
290,0,-0.067384,0.025292,-0.019626,0.997213,-75.423080,2.661310,306.747070
291,0,-0.068691,0.026022,-0.018810,0.997121,-75.556999,2.951127,306.004822
292,0,-0.070176,0.026673,-0.018119,0.997013,-75.670998,3.231796,305.254059
293,0,-0.072348,0.027052,-0.017637,0.996856,-75.799896,3.477025,304.488495
294,0,-0.074589,0.027274,-0.017298,0.996691,-75.924530,3.725722,303.722687
295,0,-0.076990,0.027111,-0.017165,0.996515,-76.038582,3.961768,302.962280
296,0,-0.079428,0.026784,-0.017251,0.996331,-76.147232,4.194054,302.253815
297,0,-0.081725,0.026368,-0.017475,0.996153,-76.261780,4.374538,301.615906
298,0,-0.082347,0.024224,-0.016971,0.996165,-76.404320,4.435120,300.878906
299,0,-0.083798,0.023709,-0.017038,0.996055,-76.637970,4.583097,300.377014
300,0,-0.085043,0.023314,-0.016835,0.995962,-76.916443,4.697011,299.944061
301,0,-0.086061,0.023135,-0.016292,0.995888,-77.253342,4.762567,299.578888
302,0,-0.086599,0.023044,-0.015570,0.995855,-77.617104,4.781515,299.269348
303,0,-0.086885,0.023151,-0.014667,0.995841,-77.985107,4.728119,299.010590
304,0,-0.087056,0.023686,-0.013551,0.995830,-78.380455,4.609635,298.807800
305,0,-0.087230,0.024134,-0.012540,0.995817,-78.794502,4.440301,298.584930
306,0,-0.087534,0.024434,-0.011855,0.995791,-79.227531,4.290846,298.321381
307,0,-0.088233,0.024478,-0.011362,0.995734,-79.665993,4.127870,298.029144
308,0,-0.089245,0.024344,-0.010950,0.995652,-80.127411,3.964881,297.705475
309,0,-0.090577,0.024090,-0.010643,0.995541,-80.611420,3.826229,297.320892
310,0,-0.092068,0.023536,-0.010477,0.995419,-81.113144,3.660916,296.912079
311,0,-0.093497,0.023105,-0.010448,0.995297,-81.614517,3.480390,296.499146
312,0,-0.094737,0.022559,-0.010490,0.995191,-82.095985,3.301418,296.065002
313,0,-0.095591,0.022329,-0.010623,0.995113,-82.521210,3.123091,295.668518
314,0,-0.096481,0.022386,-0.010984,0.995022,-82.901260,2.949681,295.245422
315,0,-0.097397,0.022561,-0.011713,0.994921,-83.227654,2.816324,294.785553
316,0,-0.098090,0.022857,-0.012479,0.994837,-83.518997,2.643533,294.319672
317,0,-0.098941,0.023392,-0.013441,0.994727,-83.788948,2.513330,293.775635
318,0,-0.099841,0.023806,-0.014280,0.994616,-84.034073,2.391587,293.212219
319,0,-0.100866,0.024035,-0.015108,0.994495,-84.246010,2.316746,292.615295
320,0,-0.101902,0.024258,-0.015980,0.994370,-84.411255,2.283589,292.037872
321,0,-0.103078,0.024440,-0.016610,0.994234,-84.551720,2.280620,291.489777
